MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
114,Sakigake!! Cromartie Koukou,7.93,"Comedy, School, Shounen",Cromartie High School,魁!! クロマティ高校,TV,26,"Oct 3, 2003 to Mar 26, 2004",Fall 2003,TV Tokyo Music,"ADV Films, Sentai Filmworks, Discotek Media",Production I.G,Manga,12 min. per ep.,PG-13 - Teens 13 or older,631.0,1279,112001,1561,8242,49634,7970,5164,40991,6849.0,9462.0,13308.0,9330.0,3951.0,1749.0,777.0,340.0,190.0,181.0
116,El Hazard: The Wanderers,6.97,"Adventure, Comedy, Romance, Fantasy",El-Hazard:The Wanderers,神秘の世界エルハザード,TV,26,"Oct 6, 1995 to Mar 29, 1996",Fall 1995,"TV Tokyo, Geneon Universal Entertainment, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa","Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,23 min. per ep.,PG-13 - Teens 13 or older,3735.0,4198,14603,35,613,8190,628,667,4505,333.0,526.0,1268.0,2070.0,1145.0,604.0,194.0,75.0,28.0,27.0
120,Fruits Basket,7.69,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",Fruits Basket,フルーツバスケット,TV,26,"Jul 5, 2001 to Dec 27, 2001",Summer 2001,"TV Tokyo, Nihon Ad Systems, King Records",Funimation,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1058.0,314,420919,9504,15410,297921,12910,16709,77969,31688.0,40622.0,59206.0,56487.0,25501.0,12518.0,4273.0,1538.0,810.0,684.0
121,Fullmetal Alchemist,8.17,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",Fullmetal Alchemist,鋼の錬金術師,TV,51,"Oct 4, 2003 to Oct 2, 2004",Fall 2003,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System","Funimation, Aniplex of America",Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,337.0,52,1151621,26564,52738,880215,41631,38693,138344,124399.0,176993.0,211302.0,133850.0,44438.0,16255.0,5872.0,1769.0,970.0,1150.0
122,Full Moon wo Sagashite,7.96,"Music, Comedy, Supernatural, Drama, Romance, Shoujo",Searching for the Full Moon,満月をさがして,TV,52,"Apr 6, 2002 to Mar 29, 2003",Spring 2002,Nihon Ad Systems,VIZ Media,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,585.0,1519,90884,1823,3807,51760,4784,5484,25049,7554.0,8073.0,10115.0,8601.0,4017.0,2128.0,662.0,301.0,147.0,118.0
123,Fushigi Yuugi,7.64,"Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo",Mysterious Play,ふしぎ遊戯,TV,52,"Apr 6, 1995 to Mar 28, 1996",Spring 1995,"TV Tokyo, Shogakukan-Shueisha Productions, Yomiko Advertising, Apollon","Media Blasters, Geneon Entertainment USA",Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1172.0,1434,96861,2277,5124,53674,5497,5964,26602,6725.0,7328.0,10308.0,10558.0,5267.0,2796.0,1106.0,434.0,249.0,184.0
129,Gensoumaden Saiyuuki,7.59,"Action, Adventure, Comedy, Demons, Drama, Shounen, Supernatural",Saiyuki,幻想魔伝 最遊記,TV,50,"Apr 4, 2000 to Mar 27, 2001",Spring 2000,"TV Tokyo, Dentsu, Group TAC",ADV Films,Studio Pierrot,Manga,23 min. per ep.,R - 17+ (violence & profanity),1315.0,2359,46228,833,2628,22100,3188,3069,15243,2047.0,2974.0,4914.0,4998.0,2227.0,1164.0,477.0,160.0,95.0,84.0
132,GetBackers,7.61,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",Getbackers,ゲットバッカーズ　奪還屋,TV,49,"Oct 5, 2002 to Sep 20, 2003",Fall 2002,"TBS, Kodansha, Rondo Robe, Rakuonsha","ADV Films, Sentai Filmworks",Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1249.0,1339,105139,911,5642,55921,8039,7436,28101,4256.0,7697.0,13542.0,13161.0,5666.0,2726.0,877.0,320.0,136.0,108.0
133,Green Green,6.21,"Comedy, Ecchi, Romance, School, Slice of Life",Green Green,グリーングリーン,TV,12,"Jul 12, 2003 to Sep 27, 2003",Summer 2003,"Pony Canyon, Memory-Tech, Studio Jack",Media Blasters,Studio Matrix,Visual novel,24 min. per ep.,R+ - Mild Nudity,7303.0,1333,106208,263,2671,79017,2144,5446,16930,2977.0,4121.0,8463.0,13923.0,12367.0,8440.0,4931.0,2663.0,2082.0,1929.0
134,Gunslinger Girl,7.42,"Action, Psychological, Military, Drama, Sci-Fi",Gunslinger Girl,ガンスリンガー・ガール,TV,13,"Oct 9, 2003 to Feb 19, 2004",Fall 2003,"Marvelous, Fuji TV",Funimation,Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),1821.0,920,161010,1140,6742,82948,7728,8160,55432,5251.0,9781.0,18687.0,18770.0,9310.0,4497.0,1770.0,641.0,294.0,273.0
135,Hikaru no Go,8.11,"Comedy, Game, Shounen, Supernatural",Hikaru no Go,ヒカルの碁,TV,75,"Oct 10, 2001 to Mar 26, 2003",Fall 2001,"TV Tokyo, Dentsu, Dream Force",VIZ Media,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,400.0,1287,111164,2186,5480,62705,6454,6700,29825,8488.0,12124.0,15895.0,10584.0,4099.0,1818.0,520.0,171.0,84.0,121.0
136,Hunter x Hunter,8.42,"Action, Adventure, Super Power, Fantasy, Shounen",Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,TV,62,"Oct 16, 1999 to Mar 31, 2001",Fall 1999,Fuji TV,VIZ Media,Nippon Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,143.0,319,416227,9525,28061,260968,15535,15100,96563,47419.0,54430.0,58285.0,30731.0,9392.0,3638.0,1134.0,429.0,258.0,756.0
141,Jinki:Extend,6.14,"Mecha, Sci-Fi",Jinki:Extend,ジンキ・エクステンド,TV,12,"Jan 6, 2005 to Mar 24, 2005",Winter 2005,"TV Asahi, GANSIS","ADV Films, Funimation",feel.,Manga,23 min. per ep.,R - 17+ (violence & profanity),7618.0,4923,9900,10,420,4784,474,699,3523,95.0,146.0,451.0,957.0,909.0,710.0,314.0,129.0,76.0,46.0
143,Kannazuki no Miko,6.87,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",Destiny of the Shrine Maiden,神無月の巫女,TV,12,"Oct 2, 2004 to Dec 18, 2004",Fall 2004,"Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment","Sentai Filmworks, Geneon Entertainment USA",TNK,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4169.0,2000,60077,767,2269,33411,2025,2994,19378,2385.0,2784.0,4804.0,6447.0,4552.0,2848.0,1593.0,750.0,414.0,297.0
145,Kareshi Kanojo no Jijou,7.61,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",His and Her Circumstances,彼氏彼女の事情,TV,26,"Oct 2, 1998 to Mar 26, 1999",Fall 1998,"TV Tokyo, GANSIS",Nozomi Entertainment,"Gainax, J.C.Staff",Manga,24 min. per ep.,PG-13 - Teens 13 or older,1254.0,875,170539,2188,11136,75368,10132,7994,65909,6330.0,11119.0,18489.0,16634.0,7499.0,3331.0,1230.0,428.0,262.0,209.0
146,Kono Minikuku mo Utsukushii Sekai,6.76,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",This Ugly Yet Beautiful World,この醜くも美しい世界,TV,12,"Apr 2, 2004 to Jun 18, 2004",Spring 2004,"Geneon Universal Entertainment, TBS, Rondo Robe, Movic",ADV Films,"Gainax, Shaft",Original,24 min. per ep.,R+ - Mild Nudity,4625.0,2145,54222,178,1995,33816,1909,2381,14121,1514.0,2347.0,4842.0,7311.0,5021.0,3079.0,1446.0,607.0,343.0,197.0
147,Kimi ga Nozomu Eien,7.24,"Drama, Romance, Slice of Life",Rumbling Hearts,君が望む永遠,TV,14,"Oct 5, 2003 to Jan 4, 2004",Fall 2003,"Lantis, Media Factory, Age",Funimation,Studio Fantasia,Visual novel,23 min. per ep.,R+ - Mild Nudity,2604.0,1187,123752,1072,3792,75846,3242,4458,36414,6057.0,9127.0,14332.0,14635.0,8360.0,4503.0,2468.0,1128.0,771.0,691.0
149,Loveless,6.86,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",Loveless,LOVELESS,TV,12,"Apr 7, 2005 to Jun 30, 2005",Spring 2005,"Bandai Visual, TV Asahi, Movic",Media Blasters,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4203.0,1215,121063,1632,4134,81173,4010,8783,22963,5825.0,7084.0,10721.0,14257.0,10659.0,6853.0,3832.0,1732.0,1173.0,1081.0
150,Blood+,7.66,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",Blood+,ブラッドプラス,TV,50,"Oct 8, 2005 to Sep 23, 2006",Fall 2005,"Aniplex, Mainichi Broadcasting System",Sony Pictures Entertainment,Production I.G,Original,24 min. per ep.,R - 17+ (violence & profanity),1116.0,431,317767,4623,17892,163002,20855,20329,95689,16366.0,23972.0,36825.0,34360.0,16234.0,8377.0,3281.0,1140.0,595.0,452.0
153,Juuni Kokuki,8.06,"Action, Adventure, Fantasy, Magic, Supernatural",The Twelve Kingdoms,十二国記,TV,45,"Apr 9, 2002 to Aug 30, 2003",Spring 2002,Sogo Vision,"Media Blasters, Discotek Media, Tokyopop",Studio Pierrot,Novel,25 min. per ep.,PG-13 - Teens 13 or older,464.0,1266,113627,2261,6948,41705,5871,4897,54206,6014.0,8974.0,10809.0,6879.0,2926.0,1462.0,616.0,277.0,146.0,154.0
154,Shaman King,7.78,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Shaman King,シャーマンキング,TV,64,"Jul 4, 2001 to Sep 25, 2002",Summer 2001,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music",4Kids Entertainment,Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,853.0,477,294021,3672,11999,208822,11722,13069,48409,22092.0,27013.0,45643.0,41073.0,16854.0,6947.0,2045.0,797.0,342.0,254.0
156,X,7.43,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",X,X−エックス−,TV,24,"Oct 3, 2001 to Mar 27, 2002",Fall 2001,"Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com","Funimation, Geneon Entertainment USA",Madhouse,Manga,24 min. per ep.,R+ - Mild Nudity,1804.0,1818,69684,796,2710,39454,3274,3006,21240,3338.0,4772.0,7876.0,8060.0,4254.0,2047.0,893.0,317.0,203.0,138.0
157,Mahou Sensei Negima!,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",Negima!,魔法先生 ネギま！,TV,26,"Jan 6, 2005 to Jun 30, 2005",Winter 2005,Starchild Records,"Funimation, Sentai Filmworks",Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3708.0,1208,121120,601,5607,74264,5159,7468,28622,3438.0,5581.0,11739.0,16816.0,10244.0,5568.0,2566.0,981.0,524.0,346.0
158,Maria-sama ga Miteru,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",Maria Watches Over Us,マリア様がみてる,TV,13,"Jan 8, 2004 to Apr 1, 2004",Winter 2004,"Rondo Robe, TV Tokyo Music","Nozomi Entertainment, Maiden Japan",Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2178.0,2170,53511,663,2234,22274,1941,2716,24346,1570.0,2405.0,4446.0,4901.0,2611.0,1342.0,521.0,234.0,105.0,142.0
159,Boukyaku no Senritsu,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",The Melody of Oblivion,忘却の旋律,TV,24,"Apr 7, 2004 to Sep 22, 2004",Spring 2004,"Kadokawa Shoten, TBS, KENMedia",Geneon Entertainment USA,"Gainax, J.C.Staff",Manga,23 min. per ep.,PG-13 - Teens 13 or older,6657.0,3975,16632,43,785,6788,751,1212,7096,218.0,391.0,731.0,1364.0,1202.0,838.0,464.0,236.0,135.0,90.0
160,"Ima, Soko ni Iru Boku",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi","Now and Then, Here and There",今、そこにいる僕,TV,13,"Oct 14, 1999 to Jan 20, 2000",Fall 1999,"Victor Entertainment, Pioneer LDC, Rakuonsha",Central Park Media,AIC,Original,25 min. per ep.,R - 17+ (violence & profanity),1140.0,1309,108100,1018,4451,39741,3252,2434,58222,4012.0,6505.0,9669.0,7286.0,3490.0,1636.0,804.0,376.0,170.0,220.0
161,Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",Peace Maker Kurogane,PEACE MAKER 鐵,TV,24,"Oct 8, 2003 to Mar 24, 2004",Fall 2003,"GDH, TV Asahi, Imagica","ADV Films, Funimation",Gonzo,Manga,24 min. per ep.,R - 17+ (violence & profanity),2186.0,2251,50151,307,2172,26653,2370,2148,16808,1565.0,2755.0,5455.0,6245.0,3005.0,1468.0,560.0,183.0,85.0,66.0
162,Pita Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen",Pita-Ten,ぴたテン,TV,26,"Apr 7, 2002 to Sep 29, 2002",Spring 2002,Broccoli,Nozomi Entertainment,Madhouse,Manga,24 min. per ep.,G - All Ages,3863.0,3626,20422,104,743,11980,1103,1557,5039,601.0,939.0,1793.0,2671.0,1814.0,1058.0,409.0,165.0,71.0,55.0
165,RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",RahXephon,ラーゼフォン,TV,26,"Jan 21, 2002 to Sep 11, 2002",Winter 2002,"Asatsu DK, Fuji TV",ADV Films,Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,1820.0,1395,100343,949,4101,46207,4534,4203,41298,3247.0,5815.0,10129.0,10104.0,4981.0,2400.0,1150.0,424.0,228.0,179.0
166,Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",Samurai 7,サムライセブン,TV,26,"Jun 12, 2004 to Dec 25, 2004",Summer 2004,"GDH, Sotsu Music Publishing",Funimation,Gonzo,Other,26 min. per ep.,PG-13 - Teens 13 or older,1646.0,1295,110124,744,4453,67372,4951,4474,28874,4415.0,8054.0,15364.0,16074.0,6890.0,3029.0,1018.0,387.0,167.0,126.0
167,Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",Scrapped Princess,スクラップド・プリンセス,TV,24,"Apr 8, 2003 to Oct 7, 2003",Spring 2003,"Kadokawa Shoten, A-Line","Funimation, Bandai Entertainment",Bones,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1861.0,1637,81917,433,3417,42524,3547,3269,29160,1831.0,4724.0,10148.0,10497.0,4387.0,2085.0,625.0,193.0,92.0,97.0
168,s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",s-CRY-ed,スクライド,TV,26,"Jul 4, 2001 to Dec 26, 2001",Summer 2001,Yomiko Advertising,"Bandai Entertainment, Sentai Filmworks, Discotek Media",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1969.0,1787,72311,673,2428,44099,2630,2840,20314,2742.0,4865.0,8857.0,9983.0,4771.0,2331.0,880.0,307.0,163.0,92.0
169,Shingetsutan Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",Lunar Legend Tsukihime,真月譚 月姫,TV,12,"Oct 10, 2003 to Dec 26, 2003",Fall 2003,"TBS, Rondo Robe, Movic","Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Visual novel,24 min. per ep.,R - 17+ (violence & profanity),3970.0,1086,135721,654,5080,77659,3687,4104,45191,3795.0,6704.0,13229.0,16972.0,9908.0,5351.0,2881.0,1453.0,933.0,895.0
170,Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports",Slam Dunk,スラムダンク,TV,101,"Oct 16, 1993 to Mar 23, 1996",Fall 1993,"TV Asahi, Animax","Flatiron Film Company, Geneon Entertainment USA",Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,92.0,728,201203,5471,15530,108713,12179,7862,56919,24041.0,26797.0,25578.0,12645.0,4036.0,1603.0,493.0,215.0,125.0,443.0
174,Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",Tenjho Tenge,天上天下,TV,24,"Apr 2, 2004 to Sep 17, 2004",Spring 2004,TV Asahi,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),3911.0,934,158482,647,7266,100783,6039,8559,35835,4525.0,7930.0,16479.0,23495.0,14073.0,7564.0,3713.0,1556.0,769.0,479.0
175,Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",Tokyo Underground,東京アンダーグラウンド,TV,26,"Apr 2, 2002 to Sep 24, 2002",Spring 2002,TV Tokyo Music,"Discotek Media, Geneon Entertainment USA",Studio Pierrot,Manga,25 min. per ep.,PG-13 - Teens 13 or older,5230.0,3254,25243,41,1335,13386,1350,1740,7432,380.0,675.0,1717.0,3071.0,2310.0,1460.0,547.0,216.0,113.0,70.0
177,Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",Tsubasa RESERVoir CHRoNiCLE,ツバサ・クロニクル,TV,26,"Apr 9, 2005 to Oct 15, 2005",Spring 2005,"NHK, Kodansha",Funimation,Bee Train,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1437.0,759,195978,2284,9373,106909,11295,11986,56415,9325.0,13441.0,22827.0,22477.0,10508.0,5296.0,2054.0,818.0,338.0,272.0
178,Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",Ultramaniac - Magical Girl,ウルトラマニアック,TV,26,"May 20, 2003 to Nov 11, 2003",Spring 2003,"WAO World, Studio Jack","Discotek Media, Geneon Entertainment USA",Production Reed,Manga,24 min. per ep.,G - All Ages,2871.0,3103,27718,141,1221,15384,1352,1595,8166,886.0,1372.0,2664.0,3686.0,2002.0,1091.0,320.0,133.0,73.0,44.0
180,Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",Vandread,ヴァンドレッド,TV,13,"Oct 3, 2000 to Dec 19, 2000",Fall 2000,"GDH, Dentsu, Media Factory","Funimation, Geneon Entertainment USA",Gonzo,Original,22 min. per ep.,PG-13 - Teens 13 or older,2723.0,1771,73554,436,2047,53218,1823,2410,14056,2434.0,4688.0,9516.0,12448.0,6101.0,2829.0,1032.0,427.0,236.0,132.0
182,Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",The Vision of Escaflowne,天空のエスカフローネ,TV,26,"Apr 2, 1996 to Sep 24, 1996",Spring 1996,"TV Tokyo, Bandai Visual","Funimation, Bandai Entertainment",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1037.0,1157,127239,2086,4987,70674,5094,4211,42273,6311.0,10107.0,16442.0,14572.0,6125.0,2595.0,891.0,320.0,144.0,109.0
185,Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports",Initial D First Stage,頭文字〈イニシャル〉D,TV,26,"Apr 19, 1998 to Dec 6, 1998",Spring 1998,"OB Planning, Fuji TV","Funimation, Tokyopop","Gallop, Studio Comet",Manga,25 min. per ep.,PG-13 - Teens 13 or older,231.0,638,229315,6949,14291,148516,7949,4915,53644,22426.0,29409.0,37279.0,20081.0,5685.0,2073.0,633.0,209.0,149.0,225.0
186,Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports",Initial D Second Stage,頭文字〈イニシャル〉D SECOND STAGE,TV,13,"Oct 15, 1999 to Jan 21, 2000",Fall 1999,"OB Planning, Fuji TV","Funimation, Tokyopop",Pastel,Manga,23 min. per ep.,PG-13 - Teens 13 or older,391.0,1095,134642,691,3055,114742,1279,751,14815,12292.0,18903.0,29970.0,17122.0,4454.0,1244.0,293.0,96.0,33.0,62.0
189,Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",Love Hina,ラブひな,TV,24,"Apr 19, 2000 to Sep 27, 2000",Spring 2000,"Production I.G, TV Tokyo, Yomiko Advertising","Funimation, Bandai Entertainment",Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3037.0,645,225891,1584,7492,154064,7241,11599,45495,8738.0,14308.0,27588.0,33959.0,19199.0,10492.0,4394.0,1873.0,1072.0,746.0
193,Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",Maburaho,まぶらほ,TV,24,"Oct 14, 2003 to Apr 6, 2004",Fall 2003,"Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",ADV Films,J.C.Staff,Light novel,24 min. per ep.,R+ - Mild Nudity,4444.0,1583,85634,259,3675,58233,3065,4208,16453,2426.0,3800.0,8155.0,12682.0,8392.0,5076.0,2221.0,926.0,535.0,297.0
195,Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",Please Teacher!,おねがい☆ティーチャー,TV,12,"Jan 10, 2002 to Mar 28, 2002",Winter 2002,"Bandai Visual, Genco","Nozomi Entertainment, Bandai Entertainment",Daume,Original,23 min. per ep.,PG-13 - Teens 13 or older,2877.0,1008,147889,926,3832,109656,2687,4175,27539,6741.0,10008.0,18771.0,22906.0,13008.0,6991.0,2839.0,1109.0,655.0,427.0
196,Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",Please Twins,おねがい☆ツインズ,TV,12,"Jul 15, 2003 to Oct 14, 2003",Summer 2003,"Bandai Visual, Genco, Lantis","Nozomi Entertainment, Bandai Entertainment",Daume,Original,25 min. per ep.,PG-13 - Teens 13 or older,4123.0,1699,77733,192,1717,60488,1470,2083,11975,2262.0,4369.0,8902.0,13224.0,8488.0,4553.0,1963.0,798.0,439.0,267.0
198,Speed Grapher,7.35,"Action, Mystery, Super Power",Speed Grapher,スピードグラファー,TV,24,"Apr 8, 2005 to Sep 30, 2005",Spring 2005,"TV Asahi, WAO World, TAP",Funimation,Gonzo,Original,23 min. per ep.,R+ - Mild Nudity,2105.0,1458,95801,602,4968,41984,4881,4861,39107,2619.0,5094.0,9838.0,9937.0,4854.0,2515.0,1108.0,392.0,233.0,174.0
202,Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",Wolf's Rain,ウルフズレイン,TV,26,"Jan 7, 2003 to Jul 29, 2003",Winter 2003,"Bandai Visual, Asatsu DK, Fuji TV","Funimation, Bandai Entertainment",Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,803.0,528,271685,5716,12930,135944,14981,11858,95972,17941.0,21254.0,31099.0,25311.0,11350.0,5440.0,2206.0,736.0,424.0,296.0
205,Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",Samurai Champloo,サムライチャンプルー,TV,26,"May 20, 2004 to Mar 19, 2005",Spring 2004,"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG","Funimation, Geneon Entertainment USA",Manglobe,Original,24 min. per ep.,R - 17+ (violence & profanity),105.0,86,892196,29414,59611,551621,45449,19921,215594,104898.0,146580.0,132652.0,62330.0,17685.0,6462.0,1984.0,768.0,348.0,932.0
206,Lodoss-tou Senki: Eiyuu Kishi Den,7.16,"Action, Adventure, Drama, Magic, Romance, Fantasy",Record of Lodoss War:Chronicles of the Heroic Knight,ロードス島戦記　英雄騎士伝,TV,27,"Apr 1, 1998 to Sep 30, 1998",Spring 1998,"Kadokawa Shoten, Yomiko Advertising, Marubeni","Funimation, Central Park Media",AIC,Novel,24 min. per ep.,PG-13 - Teens 13 or older,2951.0,3255,25344,117,1161,11810,1207,1143,10023,680.0,1066.0,2199.0,2886.0,1568.0,814.0,340.0,111.0,59.0,34.0
209,R.O.D: The TV,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",R.O.D -The TV-,アール・オー・ディー ザ・ティーヴィー,TV,26,"Sep 1, 2003 to Mar 16, 2004",Fall 2003,"Aniplex, Studio Deen, Broccoli, Sony Music Entertainment","Aniplex of America, Geneon Entertainment USA",J.C.Staff,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,1410.0,1971,61604,423,2391,32941,3095,2575,20602,2087.0,4094.0,7830.0,7279.0,3044.0,1434.0,497.0,151.0,87.0,67.0
210,Ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",Ranma ½,らんま1/2,TV,161,"Apr 15, 1989 to Sep 25, 1992",Spring 1989,"Shogakukan-Shueisha Productions, Kitty Films, Fuji TV, Shogakukan",VIZ Media,Studio Deen,Manga,24 min. per ep.,R+ - Mild Nudity,891.0,767,194975,3665,18777,97406,22563,17404,38825,11247.0,16178.0,27857.0,25475.0,10377.0,4226.0,1117.0,393.0,199.0,209.0
218,Kidou Senkan Nadesico,7.52,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",Martian Successor Nadesico,機動戦艦ナデシコ,TV,26,"Oct 1, 1996 to Mar 25, 1997",Fall 1996,"Starchild Records, Yomiko Advertising, Audio Tanaka","ADV Films, Nozomi Entertainment",Xebec,Original,23 min. per ep.,PG-13 - Teens 13 or older,1521.0,2424,43756,420,2293,20469,2164,1736,17094,1355.0,2665.0,4818.0,4780.0,2007.0,923.0,327.0,123.0,50.0,47.0
